Manufacturer,ManPartNum,Description,ItemNum,Price,ListPr,OnHand,Wgt,UPC,Long Description,MAP/UP
ClearOne,910-103-164,Button Microphone - Uni-Directional,910-103-164,172.73,198,0,0.6,,,
ClearOne,910-151-002-01,ClearOne LS 5WT - Pair (2) Wall Mount Loudspeakers with 5in. Driver & Built In 70/100V Transformers,910-151-002-01,173.6,199,0,12.5,671010002010,,
ClearOne,910-151-050,ATT Digital-to-Analog Telephone Converter,910-151-050,257.35,295,0,2.05,,Digital-to-analog telephone converters allow you to connect analog conference call units or direct-connect speakerphones to virtually any digital phone system. By interfacing with the telephone handsetthis product lets you avoid the cost of installing dedicated analog lines.,
ClearOne,910-151-051,Rolm Digital-to-Analog Telephone Converter - Allows Telco Hybrid Interface to Rolm PBX Lines,910-151-051,257.35,295,0,0,,,
ClearOne,910-154-010,Interact AT Mixer (Conferencing System Supporting up to 3 Interact Mic or Interact Mic EX Devices in Any Combination),910-154-010,1331.5,2000,0,7.85,671010540109,,
ClearOne,910-154-015,Interact MIC (includes 1 Microphone Pod with 360 Degree Converge & Integrated Mute Button),910-154-015,233.01,350,0,1.7,671010540154,,
ClearOne,910-154-016,Interact Ceiling Speaker Kit,910-154-016,133.15,200,0,17.25,671010540161,,
ClearOne,910-154-020,Interact MIC EX (Microphone Breakout Box with 3-XLR Mic/Line Input Channels) Must Have 1 Breakout Box PER Microphone1:1 Ratio,910-154-020,299.59,450,0,2.1,671010540208,,
ClearOne,910-154-025,INTERACT COM-W (Adding USB AudioHeadset Audio & Wireless INTERACT Dialer to System),910-154-025,498.65,749,0,3.15,671010540253,,
ClearOne,910-154-030,Interact COM (Interface Device for Adding USB Audio & Headset Audio to System),910-154-030,332.87,500,0,2.3,671010540307,,
ClearOne,910-154-040,INTERACT Dialer-W ** Requires An Interact COM-W Device in System**,910-154-040,332.21,499,0,2.7,671010540406,,
ClearOne,910-156-120,Konexx KonferenceDigital to Analog Converter,910-156-120,104.68,120,0,0.75,,The Konexx Konference allows you to connect analog conference call units or direct-connect speakerphones to virtually any digital phone system. By interfacing with the telephone handsetthis product lets you avoid the cost of installing dedicated analog lines.The Konexx Konference adapter is a simple handset interface that enables analog conferencing phones such as the Max Wireless and Max EX to be connected to a digital phone system or PBX system.,
ClearOne,910-156-200,Chat 150Includes Chat 150 Speaker PhoneUSB Cable,910-156-200,303.02,400,0,2.45,671010003277,The Chat 150 USB connects to PCs for richfull-duplex audio communicationsand can be used with VoIP softphonesweb collaboration applicationsinstant messagingand any other application requiring two-way audio. Featuring ClearOneft. s trademark audio processing performanceChat 150 delivers unmatched full-duplex capability for crystal-clear communications. It includes three built-in microphones for full 360-degree pickup.,
ClearOne,910-156-200-00,Chat Attach 150,910-156-200-00,643.93,850,0,5.15,671010200003,,
ClearOne,910-156-220,Chat 150Includes CHAT 150 speaker phoneCisco breakout box for 79407960and 7970 phonespower adapterinternational power lipsRJ-9/RJ-9 telephone cable25ft. link cableUSB cable and CD,910-156-220,340.9,450,0,3.7,671010562200,The Chat 150 VC connects to video conferencing systems for richfull-duplex audio communications. It provides microphone pickup and echo cancellation that is far superior to the built-in audio on video systems. A perfect addition to multimedia conference rooms for greatly enhanced collaboration. Featuring ClearOneft. s trademark audio processing performanceChat 150 delivers unmatched full-duplex capability for crystal-clear communications. It includes three built-in microphones for full 360-degree pickup.,
ClearOne,910-156-222,Chat 150Avaya - Goes to 24102420 & 4610,910-156-222,340.9,450,2,3.6,671010003253,The Chat 150 for enterprise phones connects to leading telephone modelstransforming them into high-performance conference phones. There is no need to pull additional lines into the room to enable conference phone capability --- just plug the Chat 150 into the phone and begin using. Featuring ClearOneft. s trademark audio processing performanceChat 150 delivers unmatched full-duplex capability for crystal-clear communications. It includes three built-in microphones for full 360-degree pickup.,
ClearOne,910-156-225,CHAT Attach Expansion Kit (Includes Cable Assembly & Power Supply),910-156-225,69.78,80,0,0.95,671010562255,,
ClearOne,910-156-230,Chat 150 VCChat 150Video Conference BoxPower Adapter,910-156-230,340.9,450,0,4.25,,The Chat 150 VC connects to video conferencing systems for richfull-duplex audio communications. It provides microphone pickup and echo cancellation that is far superior to the built-in audio on video systems. A perfect addition to multimedia conference rooms for greatly enhanced collaboration. Featuring ClearOneft. s trademark audio processing performanceChat 150 delivers unmatched full-duplex capability for crystal-clear communications. It includes three built-in microphones for full 360-degree pickup.Chat 150 VC - includes Chat 150 speaker phonevideo conferencing breakout boxpower adapterinternational power clipsRCA audio cable12ft. link cableUSB cableCD,
ClearOne,910-156-250,Chat 170Group Speakerphone for Microsoft Office Communicator,910-156-250,315.87,430,0,2.1,671010003284,,
ClearOne,910-156-250-00,CHAT Attach 170,910-156-250-00,668.49,910,0,5.15,671010250008,,
ClearOne,910-156-251,CHAT 160,910-156-251,325.98,400,0,2,671010003291,,
ClearOne,910-156-251-00,CHAT Attach 160,910-156-251-00,692.71,850,0,5.05,671010251005,,
ClearOne,910-158-360,MAXAttach IP Expansion Base,910-158-360,260.84,299,0,3.1,671010583601,,
ClearOne,910-158-361,MAX IP Expansion Kit - Includes Phone & Connecting CableNo Base Unit,910-158-361,265.63,399,0,3.85,671010583618,,
ClearOne,910-158-370,MAX IP - Wired Expandable Conference Phone (US Version),910-158-370,332.21,499,1,6.05,671010583700,,
ClearOne,910-158-370-00,MAXAttach IP - Includes 2 PhonesOne Base Unit & Connecting Cables,910-158-370-00,531.93,799,1,12.75,671010370003,,
ClearOne,910-158-370-01,MAXAttach IP Plus One - Includes 3 PhonesOne Base Unit & Connecting Cables,910-158-370-01,770.94,1158,1,14.9,671010370010,,
ClearOne,910-158-370-02,MAXAttach IP Plus Two - Includes 4 PhonesOne Base Unit & Connecting Cables,910-158-370-02,983.31,1477,0,19.55,671010370027,,
ClearOne,910-158-500,Max EX Wired Expandable Conference PhoneRoHS,910-158-500,292.11,499,15,6.2,671010585001,Max EX is unique in its expansion capabilities- you expand it by connecting additional phone unitsnot just microphones. This creates an even distribution of microphonesloudspeakers and controls for better sound quality and user access. No matter where participants are seatedconversations are natural and effortless. Up tp four MAX EX phones can be connected to accomodate different room sizes.,
ClearOne,910-158-500-00,MaxAttach-Max EX ComboMax EX and One Expansion Kit,910-158-500-00,467.73,799,7,11.05,671010500004,The MAXAttach expands by connecting additional phonesnot just expansion microphones. This creates a better distribution of loudspeakers and microphones so all participants can hear and be heard clearly. It also provides easy access to user controls such as volume and mute. All connected phones share control. Volume and mute changes on one phone will affect all phones.PRODUCT FEATURES INCLUDE: Improves audio quality by eliminating echoNoise cancellation: Removes background noises from fans or HVAC systems making speech audio easier to understandFull-duplex sound: Allows participants on both ends of the call to engage in highly interactiveproductive conversationsFirst-mic priority : Eliminates hollow in. tunnelin. sound by activating only the microphone closest to the person speakingThree microphones: Provide 360audio pickup to ensure participants are heard clearly at the far-end of the callSpeed dial : Stores 10 frequently dialed numbers to improve dialing efficiencyRecording output on base unit : Connects to a recording device to capture both sides of the conversation,
ClearOne,910-158-500-01,MaxAttach-Max EX ComboMax EX and Two Expansion Kits,910-158-500-01,677.9,1158,2,14.75,671010500011,The MAXAttach expands by connecting additional phonesnot just expansion microphones. This creates a better distribution of loudspeakers and microphones so all participants can hear and be heard clearly. It also provides easy access to user controls such as volume and mute. All connected phones share control. Volume and mute changes on one phone will affect all phones.PRODUCT FEATURES INCLUDE: Improves audio quality by eliminating echoNoise cancellation: Removes background noises from fans or HVAC systems making speech audio easier to understandFull-duplex sound: Allows participants on both ends of the call to engage in highly interactiveproductive conversationsFirst-mic priority : Eliminates hollow in. tunnelin. sound by activating only the microphone closest to the person speakingThree microphones: Provide 360audio pickup to ensure participants are heard clearly at the far-end of the callSpeed dial : Stores 10 frequently dialed numbers to improve dialing efficiencyRecording output on base unit : Connects to a recording device to capture both sides of the conversation,
ClearOne,910-158-500-02,MAXAttach-plus two - Includes four wired conference phonesone base unit and connecting cablesRoHS compliant,910-158-500-02,864.63,1477,2,23.55,671010500028,<html><p>ClearOnethe company that first brought you wireless tabletop conferencingnow brings you another first in innovation. Only the ClearOne MAXAttach conferencing system provides unprecedented expansion capabilities to ensure complete microphone and loudspeaker coverage. No matter where participants are seatedconversations are natural and effortless. The two phone units included in the MAXAttach conferencing system enable even distribution of microphones and loudspeakers as well as centralized access to dialingmute and volume controls.The MAXAttach features advanced audio technology typically found only in high-end installed audio systemsincluding Distributed Echo Cancellationnoise cancellation and advanced microphone activation processes.</p><ul><li>Easy set up and operationjust plug the base station into a power outlet and analog telephone jack.</li><li>Automatic Level Controlautomatically adjusts microphone volume levels based on how loudly participants in the local room are talking to improve voice quality for far-end participants.</li><li>Automatic Gain Controlautomatically adjusts loudspeaker volume based on the incoming audio signal from the far end to provide clearintelligible audio in the local room.</li></ul></html>,
ClearOne,910-158-550,MAX EX Expansion Kit Base Unit (Power Supply Only - NO Phone),910-158-550,147.43,169,2,2.35,671010585506,,
ClearOne,910-158-555,Max EX Wired Expansion Kit Includes Phone & 12ft. CableRoHS (NO Base Unit),910-158-555,233.57,399,1,3.95,671010585551,<html><p>The MAX EX conference phone provides premiumfull-duplex audio with unmatched expansion capabilities. Integrating ClearOne s industry-leading professional audio technology and advanced processingMAX EX brings you unbelievable clarityunique expandabilityand incredible ease of use. MAX EX is the perfect solution for small conference rooms as a single unitand also covers medium to large conference rooms as an expanded system. Link up to four phone units complete with microphonesloudspeakers and controls for an even distribution of sound. With MAX EX in meetingsnot only can discussions flow more freelyso can productivity.</p><ul><li>Easy set up and operationjust plug the base station into a power outlet and analog telephone jack.</li><li>Automatic Level Controlautomatically adjusts microphone volume levels based on how loudly participants in the local room are talking to improve voice quality for far-end participants.</li><li>Automatic Gain Control --- automatically adjusts loudspeaker volume based on the incoming audio signal from the far end to provide clearintelligible audio in the local room.</li></ul></html>,
ClearOne,910-158-600,MAX Wireless DECT - Wireless conference phone (DECT)base unitbattery packpower supply charger and connecting cables,910-158-600,379.92,649,19,6.1,671010007695,,
ClearOne,910-158-600-00,MAXAttach Wireless DECT - Includes two wireless conference phonesbase unitbattery packpower supply charger and connecting cables,910-158-600-00,614.08,1049,6,14.6,671010007701,,
ClearOne,910-159-001,Chat 50 USB Personal Speaker Phone & USB Cable,910-159-001,94.69,125,3,0.55,671010590012,The Chat 50 personal speaker phone is a mobile audio peripheral that connects to a wide variety of devices and provides crystal-clearhands-free audio communications. It provides unmatched full-duplex capabilitywhich allows users to simultaneously speak and listen without audio cutting in and out. It also provides high-quality audio playback for musicgaming and other sound files. Chat 50 applications are; Internet TelephonyEnterprise Telephones (AvayaCiscoNECNortel)VoIP SoftphonesCell PhonesWeb ConferencingInstant MessengerDesktop Video ConferencingAudio PlaybackPC-Based Gaming.,
ClearOne,910-159-002,Chat 50 USB Plus Personal Speaker PhoneUSB CableCell Cable,910-159-002,126.02,180,1,1.2,671010590029,CHAT 50 APPLICATIONS+Internet Telephony + SkypeVonage Enterprise Telephones + AvayaCiscoNECNortel VoIP Softphones + AvayaCiscoNortel Cell Phones + MotorolaNokia Web Conferencing + IBM/Lotus Sametime + Microsoft Live MeetingWebEx Instant Messenger + AOLMicrosoft MSNYahoo Desktop Video Conferencing + PolycomSonyTandberg Audio Playback + iPods + QuickTimeRealPlayer + Windows Media Player PC-Based Gaming + TeamSpeakCHAT 50 ADVANTAGESCrispClear Audio + Advanced ClearOne audio processing technologies deliver remarkably richfull audio for business class performance + True full duplex performance allows user to listen and speak at the same time without audio cutting in and out Multiple Uses + Laptops & PCs - connect via USB for hands-free audio for: > VoIP softphones > Instant Messaging audio chats > Web conferences > Audio playbacks > Online gaming with TeamSpeak + Telephones - enjoy significant audio quality improvement over built-in speaker + Cell phones - get full-duplex performance without a headset + Desktop video conferencing - obtain economical full-duplex performance over built-in audio + iPods & MP3 players - full-band frequency response delivers impressive audio Hands-free Comfort + Move around freely without being tethered to PC or telephone with headset + Avoid discomfort to ears and fatigue caused by prolonged headset use Convenience + Device is slightly bigger than a pack of cardsallowing for easy travel + Variety of accessories available to enable multiple connection options + Great for desktoptravelor home use +Other product names may be registered trademarks of their respective owners who do not necessarily endorse ClearOne or ClearOne s products. All rights reserved. Information in this document subject to change without notice.,
ClearOne,910-159-002-01,Chat 50 USB Plus International Speaker PhoneUSB CableCell Cable,910-159-002-01,133.02,190,0,1.6,671010590210,The Chat 50 personal speaker phone is a mobile audio peripheral that connects to a wide variety of devices and provides crystal-clearhands-free audio communications. It provides unmatched full-duplex capabilitywhich allows users to simultaneously speak and listen without audio cutting in and out. It also provides high-quality audio playback for musicgaming and other sound files.,
ClearOne,910-159-003,Chat 50 Global Traveler Speaker PhoneUSB CableCell Cable,910-159-003,147.03,210,0,2.3,671010590036,The Chat 50 personal speaker phone is a mobile audio peripheral that connects to a wide variety of devices and provides crystal-clearhands-free audio communications. It provides unmatched full-duplex capabilitywhich allows users to simultaneously speak and listen without audio cutting in and out. It also provides high-quality audio playback for musicgaming and other sound files.,
ClearOne,910-159-256,CHAT 60-U Optimized For Skype. Chat 60 AC Power Adaptor 551-159-001 PSU 551-153-500-01G PSU clips. Both must be ordered.,910-159-256,101.86,125,0,0.4,671010592566,,
ClearOne,910-159-257,CHAT 70-U Optimized For Microsoft Lync,910-159-257,91.82,125,0,0.6,671010592573,,
ClearOne,910-2100-002,USB 3.0 Cable - 30 meter longmixed fiber optic + copper wire cable,910-2100-002,383.76,499,0,1.95,,,
ClearOne,910-2100-003,UNITE 200 CameraPTZ camera with 12x optical Zoom1080P60 Full HDUSBHDMIand IP connections,910-2100-003,1421.98,1849,0,5.75,671010009224,,
ClearOne,910-2100-004,UNITE 150 CameraPTZ camera with 12x optical Zoom1080P30 Full HDUSB,910-2100-004,922.1,1199,0,6,,,
ClearOne,910-2100-103,Wall Mount 200 for UNITE,910-2100-103,99.21,129,0,1.85,671010009590,,
"Plantronics, Inc. (Plantronics Product)",91031-11,SDS 1031-11PTTUNAMPLIFIEDSUPRAPLUS DYNAMICDUAL CHANNELPIGTAIL (REF SHS 1890),91031-11,200.84,338,0,1.05,,,
"Plantronics, Inc. (Plantronics Product)",91031-13,SDS 1031-13PTTDynamic HeadsetDual ChannelLEMO FGG.1K.308 (PICTS-USN),91031-13,307.78,518,0,1.05,17229146495,,
"Plantronics, Inc. (Plantronics Product)",91031-15,SDS1031-15PTT Headset and Amplifier System (PTT SUPRA+ DYNAMICTA6 QDLEMO FFP.2S.310),91031-15,307.78,518,0,1.15,17229132443,,
"Plantronics, Inc. (Plantronics Product)",91031-16,SDS 1031-16PTT W/ SUPRAPLUS DYNAMIC TOPDUAL CHANNELLEMO,91031-16,332.74,560,0,1.15,,,
ClearOne,910-3200-701,Converge HuddleProfessional AV Solution For BYOD Audio And Video Conferencing In Huddle Spaces,910-3200-701,997.95,1499,0,0,,,
ClearOne,910-3200-702-100,100 Feet (30 Meters) Long USB 3.0 CableTo Connect A Laptop With Converge Huddle,910-3200-702-100,435.31,499,0,0,,,
ClearOne,910-3200-702-30,30 Feet (10 Meters) Long USB 3.0 CableTo Connect A Laptop With Converge Huddle,910-3200-702-30,217.22,249,0,0,,,
ClearOne,910-3200-703,Rack Mounting Kit For Mounting One or Two Converge Huddle Units In 1RU Rack Space,910-3200-703,42.75,49,0,0,,,
"Plantronics, Inc. (Plantronics Product)",91040-02,SHS 1040-02PTTUNAMPLIFIED XMTR & RCVRSUPRA QDISCLEMO FFP.2S.310,91040-02,184.2,310,0,0,,,
ClearOne,910-401-209,Adapter for data sharing via external laptop or PC (DVI-I or HDMI to USB adapter connects external PC to COLLABORATE Pro appliance),910-401-209,306.85,399,0,2,,,
"Plantronics, Inc. (Plantronics Product)",91045-12,SDS 1045-12SUPRAPLUS DYNAMIC2 CHANNELW/CONNECTOR OPTIIONS,91045-12,249.55,420,0,1.15,,,
"Plantronics, Inc. (Plantronics Product)",91051-03,SSP1051-03Spare partPTTUnamplifiedw/QDft. SIn-Line (Ref SHS 1890),91051-03,87.94,148,0,0.45,17229122376,,
"Plantronics, Inc. (Plantronics Product)",SSP1051-04,SSP1051-04Push to Talk SwitchUnamplifiedw/QDft. SIn-Line (Ref SHS 1890),91051-04,99.82,168,0,0.45,17229118157,,
"Plantronics, Inc. (Plantronics Product)",91051-05,SSP 1051-05PTTUnamplifiedw/QDft. sIn-Line (Ref SHS 1890),91051-05,87.94,148,0,0.3,17229146358,,
ClearOne,910-6000-401,WS-840-M915: 4 Channel Wireless Receiver with RF Band M915 (902-928 MHz); Docking Station Included,910-6000-401,2446.45,3279,0,8.95,671010002058,,
ClearOne,910-6000-401-D,4 Channel Wireless Receiver with RF band M915 (902-928 MHz) with built-in Dante; Docking station included.,910-6000-401-D,2685.2,3599,0,0,,,
ClearOne,910-6000-403,WS-840-M610: 4 Channel Wireless Receiver with RF Band M610 (603-630 MHz); Docking station Included,910-6000-403,2446.45,3279,0,0,,,
ClearOne,910-6000-800,WS-DS8: 8-Bay Docking (Charging) Station for Recharging Transmitters,910-6000-800,179.06,240,0,2.15,671010002119,,
ClearOne,910-6000-801,WS-880-M915: 8 Channel Wireless Receiver with RF Band M915 (902-928 MHz); Docking Station Included,910-6000-801,3103.02,4159,0,12.2,,,
ClearOne,910-6000-801-D,8 Channel Wireless Receiver with RF band M915 (902-928 MHz) with built-in Dante; Docking station included.,910-6000-801-D,3460.63,4639,0,0,,,
ClearOne,910-6000-803,WS-880-M610: 8 Channel Wireless Receiver with RF Band M610 (603-630 MHz); Docking Station Included,910-6000-803,3103.02,4159,0,0,,,
ClearOne,910-6001-001,WS-TCM-M915: Wireless Tabletop Cardioid Microphone with RF Band M915 (902-928 MHz),910-6001-001,268.6,360,0,0.5,671010002126,,
ClearOne,910-6001-011,ClearOne Wireless Tabletop Microphone - Omni Directional w/ Mute Base,910-6001-011,268.6,360,0,0.55,671010002157,,
ClearOne,910-6001-014-C,Wireless Tabletop / Boundary Omni Microphone with RF band M500 (486-512 MHz)Compressed,910-6001-014-C,268.6,360,0,0,,,
ClearOne,910-6002-121,WS-GCM12-M915: Wireless Gooseneck/Podium Cardioid Microphone with RF Band M915 (902-928 MHz)Neck with 12in. Length & Double Bends,910-6002-121,358.13,480,0,1.55,671010002188,,
ClearOne,910-6002-123,WS-GCM12-M610: Wireless Gooseneck/Podium Cardioid Microphone with RF Band M610 (603-630 MHz)Neck with 12in. Length & Double Bends,910-6002-123,358.13,480,0,0,,,
ClearOne,910-6002-181,WS-GCM18-M915: Wireless Gooseneck/Podium Cardioid Microphone with RF Band M915 (902-928 MHz)Neck with 18in. Length & Double Bends,910-6002-181,358.13,480,0,2.35,910-6002-181,,
ClearOne,910-6002-183,WS-GCM18-M610: Wireless Gooseneck/Podium Cardioid Microphone with RF Band M610 (603-630 MHz)Neck with 18in. Length & Double Bends,910-6002-183,358.13,480,0,0,,,
ClearOne,910-6003-001,WS-HCM-M915: Wireless Hand-held Cardioid Microphone with RF Band M915 (902-928 MHz),910-6003-001,406.62,545,0,0.9,671010002249,,
ClearOne,910-6004-001,WS-BM-M915: Wireless Belt-pack Microphone Transmitter with RF Band M915 (902-928 MHz),910-6004-001,329.03,441,0,0.001,671010002270,,
ClearOne,910-6004-003,WS-BM-M610: Wireless Belt-pack Microphone with RF Band M610 (603-630 MHz),910-6004-003,329.03,441,0,0,,,
ClearOne,910-6004-010,WS-LOB: LavalierOmniBlack Color Microphone for Belt-pack transmitter,910-6004-010,85.8,115,0,0.01,,,
ClearOne,910-6004-020,WS-HOB: Headset (Single Ear)OmniBlack Color Microphone for Belt-pack,910-6004-020,167.13,224,0,0,,,
ClearOne,910-6005-001,WS-EAK25-M915: Wireless Extension Antenna Kit with Pair of Antennas & 25 FT RG58 Plenum Cables Tuned for RF Band M915 (902-928 MHz),910-6005-001,247.7,332,0,2.45,671010002324,,
ClearOne,910-6005-011,ClearOne Extension Antenna Kit - 50 FT - M915 (902-928 MHz),910-6005-011,268.6,360,0,4.75,,,
ClearOne,910-6005-200,ClearOne Extension Antenna Combiner - 2 Way - M915 (902-928 MHz),910-6005-200,152.2,204,0,0,,,
ClearOne,910-6005-300,WS-EAC3: Wireless Extension Antenna Combiner 3 Way,910-6005-300,185.78,249,0,0,,,
ClearOne,910-6005-400,ClearOne Extension Antenna Combiner - 4 Way - M915 (902-928 MHz),910-6005-400,221.59,297,0,0,,,
"Plantronics, Inc. (Plantronics Product)",SSP1064-04,SSP1064-04HeadsetSpareConversion KitFor Visually ImpairedSupraplus,91064-04,77.25,130,0,0.5,17229157057,,
"Plantronics, Inc. (Plantronics Product)",91066-01,SMS1066-01MS50 Aviation Headset w/XLR Plug for AIRBUS,91066-01,136.14,248,0,0.35,17229140455,,
Cortelco,912000HSTCOM,Replacement Handset for the 912500-TP2-27S,912000HSTCOM,8.8,9,0,0.25,,,
Cortelco,912000-TP2-27M,9 Series Multi-Feature TelephoneBlack,912000-TP2-27M,23.11,24.71,45,3,48044002192,,
Cortelco,912500-TP2-27S,9 Series Multi-Feature Speaker TelephoneBlack,912500-TP2-27S,34.33,34.33,105,2.7,48044002208,,
Cortelco,915044-BEDMNT,Bed Rail Mount for #915044-VOE-21F,915044-BEDMNT,3.61,3.61,0,0.55,48044915010,Matching base can be placed on a tabletop/bedside night-stand or mount directly on the bed rail using the optional bed rail mount.,
Cortelco,915044LNECRD,Replacement Line Cord for the 9150,915044LNECRD,1.81,2.99,0,0.2,,,
Cortelco,915044-VOE-21J,Health Care PhoneAsh,915044-VOE-21J,11.48,11.48,1,0.65,48044002468,,
"Plantronics, Inc. (Plantronics Product)",91720-01,SHS 1720-01Headset 4 Pin Female Plug for Starset1,91720-01,114.19,208,0,0.15,17229004795,,
"Plantronics, Inc. (Plantronics Product)",91720-02,SHS 1720-02Headset4 Pin Male Plug RTS for Starset 1,91720-02,123.59,208,0,0.4,17229124189,,
"Plantronics, Inc. (Plantronics Product)",91720-03,SHS 1720-03Headset5 Pin Male RTS Plug for Starset 1,91720-03,114.19,208,0,0.6,17229157637,,
"Plantronics, Inc. (Plantronics Product)",91758-01,SHS1758-01,91758-01,111.71,188,0,3,,,
"Plantronics, Inc. (Plantronics Product)",91783-15,SMH1783-15Supra Binaural Voice Tube w/Monitor Receiver for VoiceH251N-M22 W/MONITOR ASSY (for visually impaired),91783-15,200.84,338,0,1.4,17229133235,The Supra owes its popularity to the perfect balance between light weightsuperior sound and outstanding comfort. The dual earpieces have a yoked double cablewhich gives greater clarity by providing sound in both ears. Polaris models are for use with phone systems with built-in amplifiers.,
"Plantronics, Inc. (Plantronics Product)",91892-10,SHS 1892-10Headset Base Assembly10 FTPTT AMP4 WirePJ-327 or equivalent(Ref SHS 1890),91892-10,101.01,170,0,0.55,,,
"Plantronics, Inc. (Plantronics Product)",91926-15,SHS1926-15Inline Amplifierpush to talk15ft. coil cord6 Wire w/PJ7 connector,91926-15,109.33,184,0,1.6,17229138322,,
Clarity Products LLC,91954.001,XLC4 Dect 6.0 Extra Loud Big Button Speakerphone with Talking Caller ID,91954-001,60.98,84.95,38,2.2,859365007014,,
"Plantronics, Inc. (Plantronics Product)",91963-01,SHS1963-01AMPLIFIERBASE ASSY,91963-01,65.36,110,0,0.45,,<html><p>Plantronics Headset Amplifier<strong>without</strong> push-to-talk switch10-foot coil cord4 wire</p><ul>Features:<li>Un-amplified receiver</li><li>For Dispatch applications</li><li>Quick Disconnect (QD) Compatible with Plantronics in. Hin. style headset tops</li></ul></html>,
"Plantronics, Inc. (Plantronics Product)",91963-03,SHS1963-03 AMPLIFIERBASE ASSY,91963-03,83.19,140,0,0.5,17229153172,,
"Plantronics, Inc. (Plantronics Product)",91993-01,SHS 1993-01PTTUNAMPLIFIEDU-77/U CONNECTOR,91993-01,231.73,390,0,0,17229147003,,
"Plantronics, Inc. (Plantronics Product)",91993-02,SHS1993-02PTTUnamplifiedDual ChannelU-77/U Connector,91993-02,231.73,390,0,1.6,17229159938,,
"Plantronics, Inc. (Plantronics Product)",91995-01,SHS 2005-01PTT AMPDUAL CHANNELLEMO FGG.2B.310WIRING OPTIONS (REF SHS 1890),91995-01,159.24,268,0,1.8,17229157569,,
"Plantronics, Inc. (Plantronics Product)",92005-02,SHS 2005-02PTT AMPDual ChannelLEMO FGG.2B.310Wiring Options (REF SHS 1890),92005-02,181.16,330,0,0,17229138094,,
"Plantronics, Inc. (Plantronics Product)",92041-10,6-wire Push-to-Talk w/ Fischer Connector SHS2041-10,92041-10,184.2,310,0,0,,,
"Plantronics, Inc. (Plantronics Product)",92050-02,SHS 2050-02PTTUnamplifiedPJ-7& PW251N Top (Ref SHS 1890),92050-02,170.18,310,2,1.4,17229134928,,
"Plantronics, Inc. (Plantronics Product)",92055-02,SHS2055-02PTT ASSYUnamplified2 RCVR dual channelLEMO FGG.2B.310,92055-02,231.73,390,0,0.85,17229163478,,
"Plantronics, Inc. (Plantronics Product)",92056-02,SSP 2056-02SpareY-AdapterGas Mask to SHS 1038-02Military ATC,92056-02,112.89,190,0,0,17229163485,,
"Plantronics, Inc. (Plantronics Product)",92060-25,SHS 2060-25SHS 1890 WITH TRANSMITTER OUTPUT INCREASED BY 4dB,92060-25,120.02,202,0,0,,,
"Plantronics, Inc. (Plantronics Product)",92082-01,SHR2082-01 Supra Monaural Circumaural Ruggedized Headsets for use in Noisy Environments,92082-01,163.6,298,0,0.2,17229125001,,
"Plantronics, Inc. (Plantronics Product)",92083-01,SHR 2083-01 Dual-Ear Circumaural HeadsetRuggedized w/QD,92083-01,188.95,318,0,1.2,17229113442,Tough enough for the trading floor of the New York Stock Exchange and used by Landing Support Officers on aircraft carriersthe Circumaural headset delivers clear communication in high noise environments. Compatible with any Plantronics amplifier with Quick Disconnect feature. Ruggedized construction.,
"Plantronics, Inc. (Plantronics Product)",92141-01,SHR 2141-01Ruggedized Monaural w/ Dynamic Mic & QD Options,92141-01,212.72,358,0,0,,,
"Plantronics, Inc. (Plantronics Product)",92161-15,SHR 2161-15 (16 Week Lead Time)Ruggedized Headset for NAVY LSO Operations,92161-15,1070.49,1950,0,2.2,,,
"Plantronics, Inc. (Plantronics Product)",92162-15,Push to Talk AMP 6 wirequick disconnect SHS2162-15,92162-15,157.46,265,0,0.55,,6-Wire Push-to-key amplifier with a Plantronics Ultra Quick-Disconnect and a Switchcraft 415 connector.,
"Plantronics, Inc. (Plantronics Product)",92165-01,SHS2165-01SHS 1890 with two unamplified receive channelsno connectorand raised transmitter output for European air traffic control systems,92165-01,148.54,250,0,0.3,17229150386,,
"Plantronics, Inc. (Plantronics Product)",92174-01,SHS 2174-01PTT UNAMPLIFIEDNC6MX CONNECTOR (REF SHS 1890US NAVY),92174-01,118.84,200,0,0.85,17229131903,,
"Plantronics, Inc. (Plantronics Product)",92187-01,SHS 2187-01PTT ASSYUnamplifiedNC4FX PLUG (Ref SHS 1890),92187-01,118.84,200,1,0.7,17229142756,,
"Plantronics, Inc. (Plantronics Product)",92187-02,SHS2187-02 HeadsetBase Assy,92187-02,109.32,184,0,0.75,,,
"Plantronics, Inc. (Plantronics Product)",92189-15,SHS2189-15 Push to Talk w/ Quick DisconnectSHS 1890 w/Modified XMTR response (NYPD),92189-15,118.84,200,0,0.2,17229139909,6-Wire push-to-key amplifier with Plantronics ultra Quick-Disconnect and modified transmitter frequency response.,
"Plantronics, Inc. (Plantronics Product)",92194-02,SHS 2194-02PTT AMPDual ChannelLEMO FGG.2B.310 (Ref SHS 1890General Trades),92194-02,152.61,278,0,0,,,
"Plantronics, Inc. (Plantronics Product)",92195-01,Push to talk cable 2 Prong QD SHS2195-01 Connection,92195-01,101.01,170,0,0.6,,,
"Plantronics, Inc. (Plantronics Product)",92237-01,SHS2237 Headset,92237-01,148.54,250,0,0,,,
Cortelco,922500-TP2-27S,9 Series Two-Line TelephoneBlack,922500-TP2-27S,46.65,49.43,8,3.2,48044002215,,
